연월,지역,성별,연령,count
2016-03,세종,남성,70대,2675
2016-03,세종,남성,80대,415
2016-03,세종,남성,90대 이상,38
2016-03,세종,여성,10대 이하,30
2016-03,세종,여성,20대,731
2016-03,세종,여성,30대,6281
2016-03,세종,여성,40대,7670
2016-03,세종,여성,50대,5573
2016-03,세종,여성,60대,2420
2016-03,세종,여성,70대,588
2016-03,세종,여성,80대,232
2016-03,세종,여성,90대 이상,46
2016-03,경기,남성,10대 이하,2833
2016-03,경기,남성,20대,71668
2016-03,경기,남성,30대,613762
2016-03,경기,남성,40대,1030471
2016-03,경기,남성,50대,977460
2016-03,경기,남성,60대,482212
2016-03,경기,남성,70대,150651
2016-03,경기,남성,80대,24367
2016-03,경기,남성,90대 이상,1829
2016-03,경기,여성,10대 이하,1451
2016-03,경기,여성,20대,33258
2016-03,경기,여성,30대,212021
2016-03,경기,여성,40대,345315
2016-03,경기,여성,50대,327803
2016-03,경기,여성,60대,136576
2016-03,경기,여성,70대,36448
2016-03,경기,여성,80대,9611
2016-03,경기,여성,90대 이상,1624
2016-03,강원,남성,10대 이하,248
2016-03,강원,남성,20대,11024
2016-03,강원,남성,30대,67254
2016-03,강원,남성,40대,127687
2016-03,강원,남성,50대,146309
2016-03,강원,남성,60대,93730
2016-03,강원,남성,70대,36323
2016-03,강원,남성,80대,5595
2016-03,강원,남성,90대 이상,447
2016-03,강원,여성,10대 이하,143
2016-03,강원,여성,20대,4464
2016-03,강원,여성,30대,26834
2016-03,강원,여성,40대,45243
2016-03,강원,여성,50대,50763
2016-03,강원,여성,60대,24093
2016-03,강원,여성,70대,6433
2016-03,강원,여성,80대,1809
2016-03,강원,여성,90대 이상,266
2016-03,충북,남성,10대 이하,388
2016-03,충북,남성,20대,11901
2016-03,충북,남성,30대,80153
2016-03,충북,남성,40대,137751
2016-03,충북,남성,50대,154627
2016-03,충북,남성,60대,92336
2016-03,충북,남성,70대,29306
2016-03,충북,남성,80대,4404
2016-03,충북,남성,90대 이상,331
2016-03,충북,여성,10대 이하,253
2016-03,충북,여성,20대,5619
2016-03,충북,여성,30대,29770
2016-03,충북,여성,40대,45751
2016-03,충북,여성,50대,49077
2016-03,충북,여성,60대,21489
2016-03,충북,여성,70대,5381
2016-03,충북,여성,80대,1838
2016-03,충북,여성,90대 이상,294
2016-03,충남,남성,10대 이하,343
2016-03,충남,남성,20대,16855
2016-03,충남,남성,30대,121882
2016-03,충남,남성,40대,190193
2016-03,충남,남성,50대,195403
2016-03,충남,남성,60대,119074
2016-03,충남,남성,70대,39418
2016-03,충남,남성,80대,6498
2016-03,충남,남성,90대 이상,505
2016-03,충남,여성,10대 이하,223
2016-03,충남,여성,20대,7692
2016-03,충남,여성,30대,39298
2016-03,충남,여성,40대,58361
2016-03,충남,여성,50대,62009
2016-03,충남,여성,60대,27689
2016-03,충남,여성,70대,7122
2016-03,충남,여성,80대,2634
2016-03,충남,여성,90대 이상,413
2016-03,전북,남성,10대 이하,483
2016-03,전북,남성,20대,11928
2016-03,전북,남성,30대,82716
2016-03,전북,남성,40대,154334
2016-03,전북,남성,50대,167131
2016-03,전북,남성,60대,110601
2016-03,전북,남성,70대,40084
2016-03,전북,남성,80대,6658
2016-03,전북,남성,90대 이상,603
2016-03,전북,여성,10대 이하,283
2016-03,전북,여성,20대,6078
2016-03,전북,여성,30대,32268
2016-03,전북,여성,40대,52715
2016-03,전북,여성,50대,56447
2016-03,전북,여성,60대,27186
2016-03,전북,여성,70대,8596
2016-03,전북,여성,80대,3880
2016-03,전북,여성,90대 이상,795
2016-03,전남,남성,10대 이하,512
2016-03,전남,남성,20대,11944
2016-03,전남,남성,30대,83170
2016-03,전남,남성,40대,155217
2016-03,전남,남성,50대,181578
2016-03,전남,남성,60대,114893
2016-03,전남,남성,70대,41404
2016-03,전남,남성,80대,6094
2016-03,전남,남성,90대 이상,610
2016-03,전남,여성,10대 이하,285
2016-03,전남,여성,20대,5419
2016-03,전남,여성,30대,30281
2016-03,전남,여성,40대,47739
2016-03,전남,여성,50대,54541
2016-03,전남,여성,60대,24882
2016-03,전남,여성,70대,8604
2016-03,전남,여성,80대,3671
2016-03,전남,여성,90대 이상,676
2016-03,경북,남성,10대 이하,425
2016-03,경북,남성,20대,18589
2016-03,경북,남성,30대,133937
2016-03,경북,남성,40대,239977
2016-03,경북,남성,50대,285765
2016-03,경북,남성,60대,194292
2016-03,경북,남성,70대,62549
2016-03,경북,남성,80대,9075
2016-03,경북,남성,90대 이상,687
2016-03,경북,여성,10대 이하,222
2016-03,경북,여성,20대,8060
2016-03,경북,여성,30대,46292
2016-03,경북,여성,40대,72791
2016-03,경북,여성,50대,84520
2016-03,경북,여성,60대,40886
2016-03,경북,여성,70대,9995
2016-03,경북,여성,80대,3404
2016-03,경북,여성,90대 이상,575
2016-03,경남,남성,10대 이하,898
2016-03,경남,남성,20대,21740
2016-03,경남,남성,30대,173681
2016-03,경남,남성,40대,293679
2016-03,경남,남성,50대,318325
2016-03,경남,남성,60대,185987
2016-03,경남,남성,70대,52958
2016-03,경남,남성,80대,7425
2016-03,경남,남성,90대 이상,589
2016-03,경남,여성,10대 이하,462
2016-03,경남,여성,20대,9651
2016-03,경남,여성,30대,61006
2016-03,경남,여성,40대,95624
2016-03,경남,여성,50대,98347
2016-03,경남,여성,60대,41858
2016-03,경남,여성,70대,9837
2016-03,경남,여성,80대,3669
2016-03,경남,여성,90대 이상,598
2016-03,제주,남성,10대 이하,183
2016-03,제주,남성,20대,4061
2016-03,제주,남성,30대,29987
2016-03,제주,남성,40대,59046
2016-03,제주,남성,50대,58111
2016-03,제주,남성,60대,33983
2016-03,제주,남성,70대,13958
2016-03,제주,남성,80대,2287
2016-03,제주,남성,90대 이상,118
2016-03,제주,여성,10대 이하,93
2016-03,제주,여성,20대,2385
2016-03,제주,여성,30대,14606
2016-03,제주,여성,40대,24481
2016-03,제주,여성,50대,24066
2016-03,제주,여성,60대,11006
2016-03,제주,여성,70대,2781
2016-03,제주,여성,80대,792
2016-03,제주,여성,90대 이상,170
2016-04,합계,남성,10대 이하,11053
2016-04,합계,남성,20대,300635
2016-04,합계,남성,30대,2385276
2016-04,합계,남성,40대,3944861
2016-04,합계,남성,50대,4081756
2016-04,합계,남성,60대,2388244
2016-04,합계,남성,70대,766977
2016-04,합계,남성,80대,114664
2016-04,합계,남성,90대 이상,9926
2016-04,합계,여성,10대 이하,5906
2016-04,합계,여성,20대,137788
2016-04,합계,여성,30대,847452
2016-04,합계,여성,40대,1324230
2016-04,합계,여성,50대,1337705
2016-04,합계,여성,60대,608568
2016-04,합계,여성,70대,159579
2016-04,합계,여성,80대,48581
2016-04,합계,여성,90대 이상,9038
2016-04,서울,남성,10대 이하,1554
2016-04,서울,남성,20대,32996
2016-04,서울,남성,30대,360604
2016-04,서울,남성,40대,546899
2016-04,서울,남성,50대,530725
2016-04,서울,남성,60대,356823
2016-04,서울,남성,70대,125408
2016-04,서울,남성,80대,18355
2016-04,서울,남성,90대 이상,2193
2016-04,서울,여성,10대 이하,800
2016-04,서울,여성,20대,16070
2016-04,서울,여성,30대,123054
2016-04,서울,여성,40대,183960
2016-04,서울,여성,50대,178352
2016-04,서울,여성,60대,98445
2016-04,서울,여성,70대,27954
2016-04,서울,여성,80대,6374
2016-04,서울,여성,90대 이상,1427
2016-04,부산,남성,10대 이하,587
2016-04,부산,남성,20대,17557
2016-04,부산,남성,30대,140425
2016-04,부산,남성,40대,208687
2016-04,부산,남성,50대,232561
2016-04,부산,남성,60대,158865
2016-04,부산,남성,70대,47944
2016-04,부산,남성,80대,6496
2016-04,부산,남성,90대 이상,554
2016-04,부산,여성,10대 이하,333
2016-04,부산,여성,20대,7302
2016-04,부산,여성,30대,48581
2016-04,부산,여성,40대,72779
2016-04,부산,여성,50대,79425
2016-04,부산,여성,60대,39296
2016-04,부산,여성,70대,9389
2016-04,부산,여성,80대,2459
2016-04,부산,여성,90대 이상,486
2016-04,대구,남성,10대 이하,618
2016-04,대구,남성,20대,15375
2016-04,대구,남성,30대,114745
2016-04,대구,남성,40대,205564
2016-04,대구,남성,50대,221783
2016-04,대구,남성,60대,132088
2016-04,대구,남성,70대,40671
2016-04,대구,남성,80대,6114
2016-04,대구,남성,90대 이상,475
2016-04,대구,여성,10대 이하,320
2016-04,대구,여성,20대,6482
2016-04,대구,여성,30대,41354
2016-04,대구,여성,40대,71100
2016-04,대구,여성,50대,74256
2016-04,대구,여성,60대,34723
2016-04,대구,여성,70대,8464
2016-04,대구,여성,80대,2409
2016-04,대구,여성,90대 이상,404
2016-04,인천,남성,10대 이하,601
2016-04,인천,남성,20대,19190
2016-04,인천,남성,30대,142357
2016-04,인천,남성,40대,214261
2016-04,인천,남성,50대,221697
2016-04,인천,남성,60대,110833
2016-04,인천,남성,70대,30785
2016-04,인천,남성,80대,4021
2016-04,인천,남성,90대 이상,354
2016-04,인천,여성,10대 이하,306
2016-04,인천,여성,20대,8340
2016-04,인천,여성,30대,50034
2016-04,인천,여성,40대,74272
2016-04,인천,여성,50대,74541
2016-04,인천,여성,60대,29777
2016-04,인천,여성,70대,6461
2016-04,인천,여성,80대,1750
2016-04,인천,여성,90대 이상,360
2016-04,광주,남성,10대 이하,305
2016-04,광주,남성,20대,9633
2016-04,광주,남성,30대,72643
2016-04,광주,남성,40대,121431
2016-04,광주,남성,50대,114776
2016-04,광주,남성,60대,59193
2016-04,광주,남성,70대,19777
2016-04,광주,남성,80대,2858
2016-04,광주,남성,90대 이상,284
2016-04,광주,여성,10대 이하,172
2016-04,광주,여성,20대,5289
2016-04,광주,여성,30대,30770
2016-04,광주,여성,40대,45104
2016-04,광주,여성,50대,40728
2016-04,광주,여성,60대,16641
2016-04,광주,여성,70대,4538
2016-04,광주,여성,80대,1657
2016-04,광주,여성,90대 이상,415
2016-04,대전,남성,10대 이하,679
2016-04,대전,남성,20대,10323
2016-04,대전,남성,30대,74895
2016-04,대전,남성,40대,124213
2016-04,대전,남성,50대,124994
2016-04,대전,남성,60대,70702
2016-04,대전,남성,70대,20393
2016-04,대전,남성,80대,3135
2016-04,대전,남성,90대 이상,291
2016-04,대전,여성,10대 이하,358
2016-04,대전,여성,20대,4888
2016-04,대전,여성,30대,29951
2016-04,대전,여성,40대,45073
2016-04,대전,여성,50대,43504
2016-04,대전,여성,60대,18456
2016-04,대전,여성,70대,4691
2016-04,대전,여성,80대,1784
2016-04,대전,여성,90대 이상,374
2016-04,울산,남성,10대 이하,351
2016-04,울산,남성,20대,8393
2016-04,울산,남성,30대,65914
2016-04,울산,남성,40대,103424
2016-04,울산,남성,50대,127391
2016-04,울산,남성,60대,62798
2016-04,울산,남성,70대,14077
2016-04,울산,남성,80대,1520
2016-04,울산,남성,90대 이상,116
2016-04,울산,여성,10대 이하,174
2016-04,울산,여성,20대,3321
2016-04,울산,여성,30대,20249
2016-04,울산,여성,40대,31579
2016-04,울산,여성,50대,30637
2016-04,울산,여성,60대,12838
2016-04,울산,여성,70대,2603
2016-04,울산,여성,80대,848
2016-04,울산,여성,90대 이상,173
2016-04,세종,남성,10대 이하,44
2016-04,세종,남성,20대,1318
2016-04,세종,남성,30대,15421
2016-04,세종,남성,40대,24142
2016-04,세종,남성,50대,16634
2016-04,세종,남성,60대,9421
2016-04,세종,남성,70대,2682
2016-04,세종,남성,80대,412
2016-04,세종,남성,90대 이상,36
2016-04,세종,여성,10대 이하,31
2016-04,세종,여성,20대,769
2016-04,세종,여성,30대,6460
2016-04,세종,여성,40대,7765
2016-04,세종,여성,50대,5622
2016-04,세종,여성,60대,2450
2016-04,세종,여성,70대,582
2016-04,세종,여성,80대,227
2016-04,세종,여성,90대 이상,46
2016-04,경기,남성,10대 이하,2839
2016-04,경기,남성,20대,74283
2016-04,경기,남성,30대,619748
2016-04,경기,남성,40대,1033388
2016-04,경기,남성,50대,979435
2016-04,경기,남성,60대,482147
2016-04,경기,남성,70대,150167
2016-04,경기,남성,80대,24180
2016-04,경기,남성,90대 이상,1799
2016-04,경기,여성,10대 이하,1461
2016-04,경기,여성,20대,34360
2016-04,경기,여성,30대,214277
2016-04,경기,여성,40대,347479
2016-04,경기,여성,50대,329012
2016-04,경기,여성,60대,136677
2016-04,경기,여성,70대,36359
2016-04,경기,여성,80대,9526
2016-04,경기,여성,90대 이상,1609
2016-04,강원,남성,10대 이하,247
2016-04,강원,남성,20대,11393
2016-04,강원,남성,30대,67812
2016-04,강원,남성,40대,128144
2016-04,강원,남성,50대,146664
2016-04,강원,남성,60대,93850
2016-04,강원,남성,70대,36188
2016-04,강원,남성,80대,5543
2016-04,강원,남성,90대 이상,435
2016-04,강원,여성,10대 이하,142
2016-04,강원,여성,20대,4641
2016-04,강원,여성,30대,27133
2016-04,강원,여성,40대,45468
2016-04,강원,여성,50대,50996
2016-04,강원,여성,60대,24142
2016-04,강원,여성,70대,6397
2016-04,강원,여성,80대,1806
2016-04,강원,여성,90대 이상,265
2016-04,충북,남성,10대 이하,386
2016-04,충북,남성,20대,12369
2016-04,충북,남성,30대,80757
2016-04,충북,남성,40대,138210
2016-04,충북,남성,50대,155082
2016-04,충북,남성,60대,92359
2016-04,충북,남성,70대,29218
2016-04,충북,남성,80대,4349
2016-04,충북,남성,90대 이상,323
2016-04,충북,여성,10대 이하,250
2016-04,충북,여성,20대,5800
2016-04,충북,여성,30대,30007
2016-04,충북,여성,40대,45948
2016-04,충북,여성,50대,49200
2016-04,충북,여성,60대,21485
2016-04,충북,여성,70대,5336
2016-04,충북,여성,80대,1837
2016-04,충북,여성,90대 이상,294
2016-04,충남,남성,10대 이하,341
2016-04,충남,남성,20대,17411
2016-04,충남,남성,30대,122995
2016-04,충남,남성,40대,190947
2016-04,충남,남성,50대,196111
2016-04,충남,남성,60대,119156
2016-04,충남,남성,70대,39329
2016-04,충남,남성,80대,6440
2016-04,충남,남성,90대 이상,503
2016-04,충남,여성,10대 이하,221
2016-04,충남,여성,20대,7881
2016-04,충남,여성,30대,39648
2016-04,충남,여성,40대,58694
2016-04,충남,여성,50대,62299
2016-04,충남,여성,60대,27672
2016-04,충남,여성,70대,7123
2016-04,충남,여성,80대,2621
2016-04,충남,여성,90대 이상,401
2016-04,전북,남성,10대 이하,484
2016-04,전북,남성,20대,12305
2016-04,전북,남성,30대,83145
2016-04,전북,남성,40대,154933
2016-04,전북,남성,50대,167514
2016-04,전북,남성,60대,110590
2016-04,전북,남성,70대,39984
2016-04,전북,남성,80대,6588
2016-04,전북,남성,90대 이상,596
2016-04,전북,여성,10대 이하,287
2016-04,전북,여성,20대,6269
2016-04,전북,여성,30대,32457
2016-04,전북,여성,40대,52983
2016-04,전북,여성,50대,56598
2016-04,전북,여성,60대,27138
2016-04,전북,여성,70대,8565
2016-04,전북,여성,80대,3847
2016-04,전북,여성,90대 이상,787
2016-04,전남,남성,10대 이하,509
2016-04,전남,남성,20대,12289
2016-04,전남,남성,30대,83725
2016-04,전남,남성,40대,155754
2016-04,전남,남성,50대,182170
2016-04,전남,남성,60대,114972
2016-04,전남,남성,70대,41288
2016-04,전남,남성,80대,6032
2016-04,전남,남성,90대 이상,595
2016-04,전남,여성,10대 이하,282
2016-04,전남,여성,20대,5604
2016-04,전남,여성,30대,30560
2016-04,전남,여성,40대,48025
2016-04,전남,여성,50대,54838
2016-04,전남,여성,60대,24903
2016-04,전남,여성,70대,8576
2016-04,전남,여성,80대,3635
2016-04,전남,여성,90대 이상,676
2016-04,경북,남성,10대 이하,423
2016-04,경북,남성,20대,19091
2016-04,경북,남성,30대,134767
2016-04,경북,남성,40대,240782
2016-04,경북,남성,50대,286732
2016-04,경북,남성,60대,194432
2016-04,경북,남성,70대,62303
2016-04,경북,남성,80대,8982
2016-04,경북,남성,90대 이상,669
2016-04,경북,여성,10대 이하,219
2016-04,경북,여성,20대,8340
2016-04,경북,여성,30대,46690
2016-04,경북,여성,40대,73163
2016-04,경북,여성,50대,84814
2016-04,경북,여성,60대,40971
2016-04,경북,여성,70대,9947
2016-04,경북,여성,80대,3378
2016-04,경북,여성,90대 이상,570
2016-04,경남,남성,10대 이하,900
2016-04,경남,남성,20대,22490
2016-04,경남,남성,30대,174834
2016-04,경남,남성,40대,294594
2016-04,경남,남성,50대,319031
2016-04,경남,남성,60대,185969
2016-04,경남,남성,70대,52840
2016-04,경남,남성,80대,7371
2016-04,경남,남성,90대 이상,586
2016-04,경남,여성,10대 이하,456
2016-04,경남,여성,20대,9936
2016-04,경남,여성,30대,61416
2016-04,경남,여성,40대,96150
2016-04,경남,여성,50대,98685
2016-04,경남,여성,60대,41890
2016-04,경남,여성,70대,9807
2016-04,경남,여성,80대,3637
2016-04,경남,여성,90대 이상,580
2016-04,제주,남성,10대 이하,185
2016-04,제주,남성,20대,4219
